entry_date,exit_date,type,entry_price,exit_price,position_size,pnl,reason,account_balance,peak,drawdown
2021-07-08 21:30:00,2021-07-08 21:45:00,LONG,32928.82,32894.07,0.28776978417266186,-10.0,Stop-Loss,990.0,990.0,0.0
2021-07-09 12:45:00,2021-07-09 13:00:00,LONG,32968.65,33217.210000000014,0.0796588348889565,19.8,Take-Profit,1009.8,1009.8,0.0
2021-07-11 23:15:00,2021-07-12 00:00:00,LONG,34272.07,34170.32,0.09924324324324324,-10.097999999999999,Stop-Loss,999.702,1009.8,10.097999999999956
2021-07-13 12:15:00,2021-07-13 12:30:00,SHORT,32875.36,32487.070000000007,0.05149254423240447,19.994040000000002,Take-Profit,1019.69604,1019.69604,0.0
2021-07-14 02:15:00,2021-07-14 02:30:00,SHORT,32469.91,32501.574999999997,0.3220262245381617,-10.1969604,Stop-Loss,1009.4990796000001,1019.69604,10.196960399999966
2021-07-14 11:15:00,2021-07-15 10:15:00,LONG,32504.6,32132.995000000003,0.027165917563004027,-10.094990796000001,Stop-Loss,999.404088804,1019.69604,20.291951196000014
2021-07-16 14:00:00,2021-07-16 23:30:00,LONG,31839.82,31508.115,0.03012930431570238,-9.99404088804,Stop-Loss,989.41004791596,1019.69604,30.285992084040004
2021-07-18 14:15:00,2021-07-18 14:30:00,SHORT,31687.43,31609.780000000006,0.25483838967573325,19.7882009583192,Take-Profit,1009.1982488742792,1019.69604,10.497791125720823
2021-07-19 08:45:00,2021-07-19 12:30:00,SHORT,31483.82,31096.53,0.05211589500757969,20.183964977485584,Take-Profit,1029.3822138517648,1029.3822138517648,0.0
2021-07-20 02:30:00,2021-07-20 09:45:00,SHORT,30263.61,29491.03,0.026647912548907884,20.5876442770353,Take-Profit,1049.9698581288,1049.9698581288,0.0
2021-07-21 03:15:00,2021-07-21 04:15:00,LONG,29834.83,30113.62000000001,0.07532335149243298,20.999397162576006,Take-Profit,1070.9692552913762,1070.9692552913762,0.0
2021-07-23 01:15:00,2021-07-23 01:30:00,LONG,32382.04,32594.450000000004,0.1008398150078959,21.419385105827523,Take-Profit,1092.3886403972037,1092.3886403972037,0.0
2021-07-24 11:00:00,2021-07-24 11:15:00,LONG,33932.38,33750.93,0.06020328687777467,-10.923886403972038,Stop-Loss,1081.4647539932316,1092.3886403972037,10.92388640397212
2021-07-24 23:45:00,2021-07-25 00:30:00,LONG,34270.0,34057.96,0.05100286521379113,-10.814647539932317,Stop-Loss,1070.6501064532993,1092.3886403972037,21.738533943904486
2021-07-25 04:15:00,2021-07-25 05:15:00,LONG,34263.48,34491.030000000006,0.09410240443447908,21.413002129065987,Take-Profit,1092.0631085823652,1092.3886403972037,0.3255318148385413
2021-07-26 12:30:00,2021-07-26 13:00:00,LONG,38792.64,38483.604999999996,0.0353378455056014,-10.920631085823652,Stop-Loss,1081.1424774965415,1092.3886403972037,11.246162900662284
2021-07-29 04:15:00,2021-07-29 05:15:00,LONG,40027.46,39762.03,0.04073173633336625,-10.811424774965415,Stop-Loss,1070.331052721576,1092.3886403972037,22.0575876756277
2021-07-29 12:00:00,2021-07-29 15:00:00,SHORT,39612.04,40074.15,0.023161824083477413,-10.703310527215761,Stop-Loss,1059.6277421943603,1092.3886403972037,32.760898202843464
2021-08-01 02:15:00,2021-08-01 03:15:00,LONG,41720.35,42035.13999999999,0.0673228337745406,21.192554843887205,Take-Profit,1080.8202970382474,1092.3886403972037,11.568343358956326
2021-08-01 22:30:00,2021-08-02 12:15:00,SHORT,40229.11,39087.33,0.01893219879553414,21.61640594076495,Take-Profit,1102.4367029790124,1102.4367029790124,0.0
2021-08-02 19:30:00,2021-08-02 20:00:00,SHORT,39335.42,38841.21000000001,0.04461409939009856,22.048734059580248,Take-Profit,1124.4854370385926,1124.4854370385926,0.0
2021-08-03 00:00:00,2021-08-03 00:15:00,SHORT,38898.56,39238.755000000005,0.03305414356585398,-11.244854370385927,Stop-Loss,1113.2405826682068,1124.4854370385926,11.244854370385838
2021-08-03 03:00:00,2021-08-03 04:45:00,SHORT,38960.35,38418.10999999999,0.04106080638345368,22.264811653364138,Take-Profit,1135.505394321571,1135.505394321571,0.0
2021-08-04 03:00:00,2021-08-04 05:15:00,SHORT,38061.89,38295.685,0.04856842080975125,-11.35505394321571,Stop-Loss,1124.1503403783552,1135.505394321571,11.355053943215808
